Event	Date/Time	Latitude	Longitude	Depth water [m]	Sample label	Press [dbar] (CTD, SEA-BIRD SBE 911plus)	Temp [°C] (CTD, SEA-BIRD SBE 911plus)	Sal (CTD, SEA-BIRD SBE 911plus)	OXYGEN [µmol/kg] (CTD, SEA-BIRD SBE 911plus)	Sal	OXYGEN [µmol/kg]	NITRAT [µmol/kg]	NITRIT [µmol/kg]	N2O [nmol/kg]	PON [µmol/kg] (Measured)	DON [µmol/kg]	POC [µmol/kg] (Measured)	[NH4]+ [µmol/kg]	PHSPHT [µmol/kg]	POP [µmol/kg]	DOP [µmol/kg]	SILCAT [µmol/kg]	bSiO2 [µmol/kg]	CHLORA [µg/kg]
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.1	9023	6.2	16.735	34.984	144.7															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.1	9013	6.2	16.697	34.984	144.8															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.1	9014	6.2	16.700	34.985	142.6															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.1	9018	6.2	16.690	34.986	144.0															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.2	9004	6.3	16.646	34.991	126.6															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.2	9008	6.3	16.631	34.988	137.8															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.3	9007	6.4	16.634	34.989	132.1															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.3	9009	6.4	16.697	34.985	150.5															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.3	9003	6.4	16.656	34.988	123.8															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.3	9024	6.4	16.753	34.989	144.0															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.4	9012	6.5	16.688	34.984	145.7															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.4	9010	6.5	16.700	34.984	147.2															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.4	9001	6.5	16.692	34.990	141.0															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.4	9015	6.5	16.692	34.985	143.0															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.4	9022	6.5	16.753	34.989	144.5															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.5	9017	6.6	16.664	34.984	143.6															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.5	9020	6.6	16.684	34.983	146.4															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.5	9002	6.6	16.672	34.985	129.7															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.6	9005	6.7	16.587	34.985	112.6															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.6	9006	6.7	16.595	34.994	121.2															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.8	9016	6.9	16.661	34.984	142.8															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.8	9021	6.9	16.708	34.980	146.7															
M77/3-CTD9	2008-12-30T18:24	-10.000800	-78.380300	6.8	9011	6.9	16.676	34.986	144.6															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.1	10011	6.2	16.094	35.006	34.8															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.1	10018	6.2	16.106	35.002	43.8															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.1	10006	6.2	16.114	35.008	46.5															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.1	10012	6.2	16.081	35.002	34.8															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.2	10005	6.3	16.044	35.006	27.5															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.2	10017	6.3	16.088	35.005	33.8															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.3	10007	6.4	16.112	35.001	24.3															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.3	10001	6.4	16.098	35.017	26.8															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.3	10024	6.4	16.141	35.006	38.8															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.3	10010	6.4	16.084	35.010	34.5															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.3	10019	6.4	16.161	35.007	47.9															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.4	10023	6.5	16.123	35.004	38.2															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.4	10013	6.5	16.099	35.009	40.0															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.4	10022	6.5	16.115	35.003	36.5															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.4	10021	6.5	16.130	35.005	37.6															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.4	10016	6.5	16.088	35.006	31.4															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.4	10002	6.5	15.992	35.005	25.9															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.5	10015	6.6	16.082	35.006	30.9															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.5	10008	6.6	16.033	35.003	24.1															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.6	10020	6.7	16.159	35.004	44.1															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.6	10003	6.7	16.051	34.998	25.9															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.6	10014	6.7	16.100	35.008	34.9															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.6	10004	6.7	16.046	35.003	26.2															
M77/3-CTD10	2008-12-30T18:44	-10.000800	-78.380300	6.6	10009	6.7	16.020	35.005	26.4															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.1	11024	6.2	16.330	34.996	82.5															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.1	11002	6.2	16.081	34.994	57.9															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.1	11023	6.2	16.300	34.996	82.2															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.1	11018	6.2	16.177	35.002	70.7															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.1	11013	6.2	15.932	35.003	29.5															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.1	11008	6.2	15.958	35.005	31.8															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.2	11007	6.3	15.974	35.008	29.4															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.2	11001	6.3	15.967	34.995	36.1															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.2	11017	6.3	16.025	35.002	46.7															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.2	11012	6.3	15.940	35.005	27.0															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.3	11006	6.4	15.959	35.007	28.9															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.3	11022	6.4	16.231	34.996	70.8															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.3	11019	6.4	16.283	35.005	77.9															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.3	11014	6.4	15.955	35.005	32.0															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.4	11005	6.5	16.047	35.005	30.8															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.4	11009	6.5	16.020	35.006	37.4															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.5	11011	6.6	15.971	35.002	28.8															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.5	11004	6.6	16.071	35.000	33.0															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.5	11003	6.6	16.168	35.004	55.0															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.6	11020	6.7	16.260	34.993	69.5															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.6	11010	6.7	16.030	35.002	34.7															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.7	11021	6.8	16.243	34.993	71.6															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.7	11016	6.8	15.974	35.000	31.7															
M77/3-CTD11	2008-12-30T19:00	-10.000800	-78.380300	6.8	11015	6.9	15.989	35.006	32.3															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	5.8	12001	5.9	16.495	34.996	80.9															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.1	12002	6.2	16.486	34.997	79.4															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.3	12003	6.4	16.464	34.999	76.2															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.4	12024	6.5	16.476	34.997	78.6															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.5	12004	6.6	16.417	35.003	65.0															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.5	12011	6.6	16.464	34.998	78.8															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.5	12023	6.6	16.478	34.997	79.5															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.5	12019	6.6	16.478	34.998	80.4															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.5	12018	6.6	16.481	34.998	79.9															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.6	12010	6.7	16.465	35.001	77.2															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.6	12006	6.7	16.387	34.998	69.7															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.6	12012	6.7	16.469	34.998	79.7															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.6	12005	6.7	16.396	35.008	68.8															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.6	12017	6.7	16.492	34.999	81.0															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.7	12013	6.8	16.475	34.999	79.7															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.7	12008	6.8	16.468	34.999	78.0															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.7	12009	6.8	16.448	35.000	76.3															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.8	12014	6.9	16.474	34.999	79.9															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.8	12015	6.9	16.478	34.997	79.7															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.8	12020	6.9	16.490	34.998	81.6															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.8	12007	6.9	16.445	35.000	78.3															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.9	12022	7.0	16.485	34.998	79.6															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	6.9	12016	7.0	16.480	34.997	81.4															
M77/3-CTD12	2008-12-30T19:17	-10.000800	-78.380300	7.0	12021	7.1	16.490	34.997	81.3															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	1.5	13018	1.5	17.627	35.021	144.3															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	1.6	13020	1.6	17.602	35.023	143.9															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	1.8	13024	1.8	17.615	35.023	147.4															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	1.8	13023	1.8	17.579	35.025	139.2															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	2.1	13019	2.1	17.658	35.026	143.2															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	2.3	13017	2.3	17.641	35.023	142.2															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	2.5	13016	2.5	17.661	35.023	147.6															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	2.5	201671	2.5	17.665	35.025	146.6		116.4	18.65	0.82					1.01	2.08			6.60		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	2.7	13021	2.7	17.681	35.023	148.3															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	2.7	13022	2.7	17.654	35.029	141.0															
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	9.8	201670	9.9	16.321	35.073	51.3	35.051	10.8	27.07	1.42					1.07	2.67			11.12		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	20.9	201669	21.1	14.909	34.991	2.0			25.62	3.75					0.44	3.00			16.68		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	29.6	201668	29.9	14.429	35.009	1.8	35.008	2.6	28.29	2.65					0.64	2.80			18.41		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	40.6	201667	41.0	14.200	35.004	1.8			?12.77	0.62					0.27	?1.30			19.11		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	49.0	201666	49.4	14.082	34.997	1.8	34.994		29.77	0.92					0.36	2.82			20.15		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	60.1	201665	60.6	13.814	34.979	1.9		3.7	27.31	2.40					0.51	2.81			21.19		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	70.2	201664	70.8	13.660	34.976	2.0	34.971		27.36	2.43					0.61	2.82			22.58		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	79.6	201663	80.3	13.598	34.971	2.0	34.970	2.3	15.43	1.65					0.22	?1.60			23.63		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	89.6	201662	90.4	13.544	34.968	2.0			25.70	3.49					0.21	2.89			23.97		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	99.7	201661	100.6	13.433	34.960	2.0		3.0	24.00	4.52					0.46	2.87			24.32		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	109.0	201660	110.0	13.396	34.960	2.1	34.961		?10.84	2.28					0.71	?1.32			25.36		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	119.3	201659	120.4	13.318	34.954	2.0			15.11	7.11					0.34	3.24			28.84		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	129.0	201658	130.2	13.319	34.954	2.0	34.956		14.88	7.15					0.43	3.07			29.19		
M77/3-CTD13	2008-12-31T05:44	-10.000200	-78.498300	138.4	201657	139.7	13.320	34.954	2.0			14.07	7.01					0.19	3.00			28.84		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	1.5	14017	1.5	18.961	29.505	142.3															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	1.6	14018	1.6	18.963	30.019	140.9															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	1.7	14024	1.7	18.959	33.207	132.4															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	2.0	14021	2.0	18.935	31.670	136.6															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	2.0	14022	2.0	18.960	32.162	135.2															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	2.0	14023	2.0	18.959	32.684	133.8															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	2.2	14020	2.2	18.928	31.117	138.1															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	2.2	14019	2.2	18.957	30.548	139.5															
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	2.2	201687	2.2	18.899	28.782	144.4		178.9	14.73	0.76		1.49	6.87	10.07	0.99	1.51	0.35000	0.28	4.89	1.50000	1.29
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	10.8	201686	10.9	18.328	35.169	150.9	35.110	98.8	23.26	1.37					1.08	2.26			6.95		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	19.2	201685	19.4	16.376	35.062	84.7			27.58	1.09		1.42	1.55	10.00	0.91	2.65	0.08000	0.06	12.51	0.40000	0.14
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	30.1	201684	30.4	15.389	35.037	5.6	35.004	2.4	29.47	1.05					0.69	2.90			15.63		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	39.8	201683	40.2	14.548	35.005	1.8			28.39	2.09		1.20	0.53	13.43	1.23	2.85	0.08000	0.13	18.41	0.56000	0.02
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	49.7	201682	50.2	14.146	34.993	1.8	34.995		28.73	1.68					0.62	2.80			20.15		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	59.4	201681	59.9	14.024	34.991	2.0		2.6	28.66	1.85					0.78	2.83			20.85		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	69.8	201680	70.4	13.918	34.986	1.9	34.986		28.34	1.98		1.10	0.91	9.97	1.00	2.85	0.06000	0.10	21.19	0.46000	0.01
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	79.3	201679	80.0	13.776	34.978	1.9		2.1	28.10	2.30					0.90	2.88			21.89		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	89.2	201678	90.0	13.731	34.978	1.9	34.979		27.32	2.54					0.97	2.78			22.24		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	98.9	201677	99.8	13.643	34.972	2.0		2.7	27.75	2.58		1.01	0.47	12.18	0.67	2.87	0.06000	0.12	22.58	0.47000	0.02
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	109.7	201676	110.7	13.558	34.967	2.0	34.969		25.44	3.75					0.36	2.80			23.63		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	117.0	201675	118.1	13.481	34.965	2.0			22.94	5.81					0.52	2.90	0.06000	0.10	24.67	0.50000	0.02
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	129.5	201674	130.7	13.353	34.953	2.1	34.956		18.63	6.69					0.27	3.07			27.45		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	138.5	201673	139.8	13.244	34.950	2.0			14.72	7.19					0.80	3.21			30.58		
M77/3-CTD14	2008-12-31T06:54	-10.000300	-78.633000	149.8	201672	151.2	13.210	34.948	2.1	34.949		13.23	7.32		1.21	2.64	14.33	0.42	3.24	0.09000	0.17	30.92	0.45000	0.03
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	2.1	201703	2.1	20.038	35.142	208.4		206.7	14.20	0.87					0.77	1.33			4.17		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	2.4	201704	2.4	20.044	35.145	208.1															
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	2.5	201705	2.5	20.047	35.139	208.0															
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	9.7	201702	9.8	18.061	35.156	194.7	35.204	198.5	15.26	1.23					1.70	1.43			2.78		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	19.8	201701	20.0	16.780	35.135	156.3			27.03	0.60					0.28	2.20			9.03		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	28.8	201700	29.1	15.711	35.046	30.5	35.029	11.1	30.84	0.43					0.28	2.49			12.51		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	39.9	201699	40.3	14.729	35.006	2.1			30.76	0.64					0.21	2.55			17.37		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	48.7	201698	49.1	14.522	35.005	1.8	35.003		30.16	1.11					0.18	2.56			18.07		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	60.2	201697	60.7	14.335	35.006	1.9		1.5	29.78	1.44					0.00	2.47			19.11		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	69.1	201696	69.7	14.054	34.993	1.9	34.994		30.33	1.07					0.15	2.44			19.80		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	79.0	201695	79.7	13.821	34.986	1.9		3.8	30.31	1.20					0.15	2.47			20.85		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	88.5	201694	89.3	13.684	34.978	2.0	34.976		29.66	1.59					0.02	2.59			21.54		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	99.4	201693	100.3	13.440	34.961	2.1		3.7	23.27	5.41					0.10	2.59			24.32		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	109.3	201692	110.3	13.376	34.956	2.0	34.959		23.34	5.33					0.21	2.59			25.02		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	119.3	201691	120.4	13.315	34.953	2.1			23.80	5.06					0.24	2.62			24.67		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	128.6	201690	129.8	13.271	34.950	2.1	34.954		24.48	4.43					0.18	2.62			24.67		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	139.0	201689	140.3	13.178	34.944	2.1			18.05	7.07					0.27	2.68			28.14		
M77/3-CTD15	2008-12-31T09:45	-9.999500	-78.800500	144.2	201688	145.5	13.178	34.944	2.0	34.947		17.94	7.07					0.04	2.61			27.80		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	4.0	201724	4.0	20.853	35.166	218.6		213.9	11.24	0.61	#63.62				0.92	1.11			2.43		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	9.9	201723	10.0	20.250	35.168	211.4	35.171	172.4	13.36	0.75					2.06	1.41			3.13		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	19.7	201722	19.9	19.375	35.216	204.1			20.56	0.93					1.91	1.99			6.60		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	29.9	201721	30.2	18.084	35.202	196.9	35.109	123.1	23.68	0.94					1.31	2.03			7.99		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	40.3	201720	40.7	17.176	35.155	155.1	35.121		29.18	0.44	#88.01				0.43	2.42			11.81		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	49.5	201719	49.9	15.668	35.048	27.8	35.017		31.57	0.28	#39.23				0.42	2.60			15.29		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	59.7	201718	60.2	14.829	35.013	5.0		2.7	31.13	0.42	#55.52				0.32	2.44			17.72		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	69.9	201717	70.5	14.356	34.996	2.2	34.996		31.26	0.36	#42.35				0.31	2.38			18.76		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	79.7	201716	80.4	14.030	34.994	1.9		3.1	31.50	0.27	#23.62				0.31	2.25			19.11		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	89.7	201715	90.5	13.883	34.988	2.2	34.987		32.52	0.04	#49.48				0.44	2.47			19.46		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	99.2	201714	100.1	13.576	34.972	2.2		2.8	32.57	0.07	#47.91				0.29	2.56			20.50		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	108.9	201713	109.9	13.426	34.964	2.5	34.965		31.90	0.46	#37.38				0.00	2.48			21.19		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	119.3	201712	120.4	13.335	34.960	2.6			31.18	0.65	#16.59				0.13	2.50			21.54		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	129.3	201711	130.5	13.183	34.945	2.1			15.98	8.33	#54.55				0.17	2.77			27.80		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	138.9	201710	140.2	13.182	34.944	2.1	34.947		14.99	8.88	#32.20				0.21	2.93			28.49		
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	138.9	201709	140.2	13.182	34.944	2.1															
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	138.9	201706	140.2	13.182	34.944	2.1															
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	139.1	201707	140.4	13.182	34.944	2.1	34.947														
M77/3-CTD16	2008-12-31T12:06	-10.000200	-78.966700	139.1	201708	140.4	13.182	34.944	2.2															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	2.9	201746	2.9	21.854	35.130	225.0	35.131	222.5	5.57	0.22					1.49	0.90			1.39		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	3.1	201748	3.1	21.850	35.130	224.6															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	3.2	201747	3.2	21.851	35.130	225.2															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	9.9	201745	10.0	21.393	35.141	222.4		220.2	6.07	0.28					1.89	0.95			1.04		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	19.8	201744	20.0	20.536	35.351	216.6	35.328		9.71	0.33					2.44	1.00			1.74		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	30.0	201743	30.3	19.006	35.304	199.7			15.01	1.09					2.12	1.47			3.82		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	40.3	201742	40.7	16.543	35.070	104.1	35.046		28.47	0.23					0.64	2.29			9.38		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	50.2	201740	50.7	14.647	34.990	12.2															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	50.4	201739	50.9	14.593	35.004	13.7		15.7	30.51	0.07					0.52	2.51			14.25		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	50.6	201741	51.1	14.586	34.990	11.0															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	59.9	201738	60.4	14.197	35.003	2.0	34.991		32.22	0.05					0.54	2.45			18.41		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	70.2	201737	70.8	13.910	34.989	3.2			31.81	0.02					0.48	2.37			18.76		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	78.9	201736	79.6	13.808	34.986	3.6	34.981	3.4	32.82	0.02					0.59	2.51			18.76		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	99.8	201733	100.7	13.649	34.977	3.7	34.979		32.29	0.03					0.44	2.41			18.42		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	99.9	201734	100.8	13.650	34.977	3.7		4.2													
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	100.4	201735	101.3	13.648	34.977	3.7															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	119.4	201732	120.5	13.405	34.962	3.6		3.2	33.70	0.07					0.76	2.53			20.50		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	148.9	201731	150.3	13.196	34.948	2.0	34.950		29.80	1.38					0.48	2.62			23.28		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	198.8	201728	200.7	12.892	34.928	2.0			31.65	0.16					0.43	2.56			22.59		
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	198.9	201730	200.8	12.893	34.928	2.0															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	199.0	201729	200.9	12.892	34.928	2.0															
M77/3-CTD18	2008-12-31T20:55	-9.999700	-79.133500	298.7	201725	301.6	11.780	34.855	2.2															
