Event	Date/Time	Latitude	Longitude	Depth water [m]	Sample label	Press [dbar]	Temp [°C]	Sal	OXYGEN [µmol/kg]	Sal	OXYGEN [µmol/kg]	NITRAT [µmol/kg]	NITRIT [µmol/kg]	N2O [nmol/kg]	SILCAT [µmol/kg]	PHSPHT [µmol/kg]	δ15N NO2 [‰ air]	δ15N NO3 [‰ air]	δ15N NO2+NO3 [‰ air]
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	792.8	200929	801.3	5.688	34.563	43.5			42.31	0.01		68.87	3.11			
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	793.0	200928	801.5	5.672	34.565	43.8	34.566	43.7	42.31	0.01	#34.33	68.87	3.11		7.30	7.30
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	793.1	200930	801.6	5.685	34.572	43.7			42.31	0.01		68.87	3.11			
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	989.1	200927	1000.2	4.727	34.565	56.4		56.2	42.21	0.00	#32.09	84.32	3.13		6.80	6.80
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	1482.5	200925	1500.8	3.110	34.614	81.0			40.24	0.00		123.96	3.02			
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	1482.7	200924	1501.0	3.097	34.614	81.1	34.612	80.7	40.24	0.00	#24.72	123.96	3.02		5.94	5.94
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	1482.9	200926	1501.2	3.114	34.614	81.1			40.24	0.00		123.96	3.02			
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	1973.1	200923	1999.7	2.327	34.650	99.5		98.4	38.86	0.01	#21.34	141.67	2.90		5.55	5.55
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	2668.5	200922	2708.8	1.851	34.674	125.8	34.673	#124.6	#37.25	#0.01	#17.21	#144.57	#2.74		5.90	5.90
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	2668.6	200921	2708.9	1.851	34.674	125.7			37.29	0.01		144.62	2.74			
M77/4-CTD42	2009-02-05T16:00	-3.583333	-83.000000	2668.9	200920	2709.2	1.851	34.674	126.0										
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	2.1	200967	2.1	22.513	34.502	188.4										
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	4.6	200966	4.6	22.115	34.513	181.7	34.517	184.9	8.43	0.29		2.68	0.85			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	10.0	200965	10.1	21.500	34.696	180.4		166.9	10.72	0.42		3.65	1.01			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	19.6	200964	19.8	18.518	35.010	128.6		119.3	17.31	0.80		7.74	1.44	-11.44	7.82	6.96
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	39.3	200963	39.7	15.710	35.114	80.0		65.0	23.51	0.47		14.65	1.77			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	60.0	200962	60.5	14.674	35.041	61.6		54.4	25.57	0.10		16.42	1.90	-1.24	5.43	5.41
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	79.4	200961	80.1	14.270	35.011	49.3		#50.9	#26.10	#0.04		#17.00	#1.96			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	99.6	200960	100.5	13.947	34.985	41.1		47.6	27.15	0.02		18.39	2.03		5.73	5.73
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	123.5	200959	124.6	13.798	34.974	41.4		42.3	27.25	0.02		19.08	2.03			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	147.2	200958	148.6	13.584	34.964	41.9		41.1	27.64	0.02		19.57	2.06		5.73	5.73
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	171.6	200957	173.2	13.473	34.958	36.5		31.4	28.62	0.01		20.46	2.17			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	197.5	200956	199.4	13.199	34.945	11.0		8.1	30.99	0.02		22.62	2.40		6.20	6.20
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	246.8	200955	249.1	12.486	34.895	4.9		5.3	31.18	0.02		22.62	2.41	-11.44	6.40	6.39
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	295.8	200954	298.7	11.424	34.832	3.2		3.4	32.17	0.01		25.87	2.50	-1.24	9.51	9.51
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	345.4	200953	348.8	10.191	34.753	3.1		4.4	30.99	0.97		30.69	2.67	-27.60	9.98	8.84
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	395.5	200952	399.4	9.267	34.700	3.5		4.8	34.73	0.18		37.38	2.86		7.47	7.47
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	446.0	200951	450.5	8.541	34.665	8.0		#9.4	#40.11	#0.01		#44.51	#3.00		7.21	7.21
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	494.5	200950	499.5	8.142	34.640	12.5	34.640	14.5	40.64	0.01		46.14	3.04			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	593.5	200949	599.6	7.313	34.608	17.0		19.2	42.41	0.02		52.44	3.12			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	691.6	200948	698.9	6.437	34.583	28.6		31.2	42.80	0.01		61.39	3.16			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	792.5	200947	801.0	5.662	34.567	49.7		50.0	41.82	0.00		70.25	3.11		6.66	6.66
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	889.4	200946	899.2	5.253	34.565	52.6	34.566	53.5	42.11	0.00		76.94	3.15			
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	989.6	200945	1000.7	4.809	34.571	57.4		59.4	41.92	0.00		86.09	3.13		6.47	6.47
M77/4-CTD43	2009-02-05T21:53	-3.583333	-82.500000	1187.2	200944	1201.1	3.935	34.583	69.3	34.583	69.3	41.62	0.00		102.32	3.12			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	592.9	200991	599.0	7.431	34.612	21.2		22.5	40.34	0.02	#43.55	50.67	2.91		8.90	8.90
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	791.0	200990	799.5	5.912	34.576	43.9	34.575	44.8	41.23	0.01	#38.08	68.18	3.00		6.18	6.18
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	989.8	200988	1000.9	4.685	34.569	56.0			41.92	0.01		86.78	3.08			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	989.9	200989	1001.0	4.693	34.569	55.9			41.92	0.01		86.78	3.08			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	990.3	200987	1001.4	4.682	34.567	56.4		56.5	41.92	0.01	#33.37	86.78	3.08		6.52	6.52
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	1482.8	200986	1501.1	3.205	34.611	79.1			40.64	0.00		121.01	2.99			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	1482.8	200983	1501.1	3.184	34.610	79.6	34.610	#80.5	#40.64	#0.00	#25.04	#121.07	#2.99			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	1483.0	200985	1501.3	3.202	34.611	79.0			40.64	0.00		121.01	2.99			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	1483.0	200984	1501.3	3.199	34.612	79.2			40.64	0.00		121.01	2.99			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	1974.3	200982	2001.0	2.378	34.644	97.7			39.36	0.01		137.73	2.87			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	1974.3	200981	2001.0	2.366	34.645	98.2			39.36	0.01		137.73	2.87			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	1974.4	200980	2001.1	2.366	34.646	98.2		97.8	39.36	0.01	#21.88	137.73	2.87		5.68	5.68
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	2465.0	200978	2501.1	1.936	34.670	116.5			37.88	0.01		145.60	2.75			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	2465.1	200979	2501.2	1.936	34.670	116.6			37.88	0.01		145.60	2.75			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	2465.1	200977	2501.2	1.935	34.670	116.7			37.88	0.01		145.60	2.75			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	2465.1	200976	2501.2	1.935	34.670	116.7	34.668	118.1	37.88	0.01	#19.34	145.60	2.75		6.39	6.39
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	2954.7	200975	3001.3	1.776	34.680	130.2			36.70	0.01		144.61	2.66			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	2954.8	200973	3001.4	1.776	34.680	129.9	34.678	132.2	36.70	0.01	#17.90	144.61	2.66		5.94	5.94
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	2955.1	200974	3001.7	1.776	34.680	130.2			36.70	0.01		144.61	2.66			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	3442.6	200970	3500.8	1.799	34.682	132.6										
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	3443.0	200971	3501.2	1.799	34.682	132.6			36.50	0.01		143.63	2.64			
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	3443.1	200972	3501.3	1.799	34.682	132.6		#132.9	#36.49	#0.01	#17.98	#144.08	#2.65		5.21	5.21
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	3928.7	200968	3999.6	1.779	34.685	142.1										
M77/4-CTD44	2009-02-06T02:35	-3.583333	-82.016167	3929.1	200969	4000.0	1.779	34.685	142.3										
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	2.2	201015	2.2	22.528	34.457	195.2		192.7	7.67	0.21	#14.77	2.69	0.74	-5.43	6.32	6.18
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	4.8	201014	4.8	22.311	34.505	193.5		165.2	10.43	0.34	#18.41	3.82	0.95			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	9.2	201013	9.3	18.596	34.930	133.0		123.9	14.85	0.58	#23.96	6.50	1.25	-4.20	8.94	8.78
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	30.2	201012	30.5	15.564	35.107	77.0			21.84	0.67		12.69	1.62			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	30.5	201011	30.8	15.718	35.102	79.4		#78.7	#21.90	#0.67	#27.28	#12.80	#1.63	-2.79	7.04	6.95
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	49.0	201010	49.4	14.904	35.035	61.2	35.041	61.9	24.39	0.24	#30.88	14.95	1.80		6.50	6.50
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	73.9	201009	74.6	14.488	35.012	50.2		48.9	26.36	0.09	#32.50	16.43	1.93			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	98.6	201008	99.5	14.201	34.995	43.2		44.1	27.25	0.03	#36.40	17.41	1.98		8.39	8.39
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	122.5	201007	123.6	13.881	34.981	46.1		47.8	26.95	0.01	#36.12	18.49	1.97			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	149.6	201003	151.0	13.644	34.962	47.1		47.4	26.95	0.01	#36.08	19.18	1.97		5.38	5.38
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	149.7	201004	151.1	13.645	34.965	47.5			26.95	0.01		19.18	1.97			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	149.8	201006	151.2	13.638	34.963	47.0			26.95	0.01		19.18	1.97			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	149.8	201005	151.2	13.640	34.962	46.7			26.95	0.01		19.18	1.97			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	198.8	201001	200.7	13.211	34.938	31.5			29.02	0.00		21.44	2.14			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	198.9	201000	200.8	13.211	34.936	31.6		#34.0	#29.09	#0.01	#41.80	#21.50	#2.14		6.93	6.93
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	199.2	201002	201.1	13.272	34.943	30.2			29.02	0.00		21.44	2.14			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	245.9	200999	248.2	12.685	34.904	21.7	34.904	21.6	30.69	0.01	#22.00	23.90	2.29			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	295.3	200998	298.1	11.791	34.854	4.8		5.3	33.25	0.00	#21.53	29.51	2.55		6.39	6.39
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	344.8	200997	348.2	10.285	34.774	3.3	34.752	2.9	33.94	0.24	#57.82	37.18	2.81			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	396.4	200995	400.3	9.070	34.686	6.2			40.44	0.00		45.55	2.97			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	396.4	200994	400.3	9.043	34.690	6.4			40.44	0.00		45.55	2.97			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	396.8	200996	400.7	9.101	34.690	6.0		8.2	38.86	0.00	#57.76	41.61	2.90		7.99	7.99
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	496.6	200993	501.6	8.226	34.645	12.4			40.44	0.00		45.55	2.97			
M77/4-CTD45	2009-02-06T05:34	-3.583333	-82.016167	496.6	200992	501.6	8.223	34.645	12.4	34.646	12.5	40.44	0.00	#49.45	45.55	2.97		9.10	9.10
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	2.8	201039	2.8	22.160	34.405	188.9		182.6	9.19	0.25		3.56	0.81			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	5.9	201038	6.0	22.193	34.405	189.0		157.5	12.20	0.28		5.66	1.02			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	10.2	201037	10.3	22.140	34.414	188.4	34.727	109.9	17.71	0.39		9.28	1.39			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	20.0	201036	20.2	17.347	35.008	108.6		88.6	20.16	0.61		10.03	1.55			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	40.5	201035	40.9	15.517	35.036	73.8		66.4	24.00	0.22		14.75	1.77			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	58.9	201034	59.4	14.542	35.007	57.1		57.8	25.08	0.08		16.43	1.84			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	80.0	201033	80.7	14.399	35.002	59.4		60.2	24.89	0.04		16.62	1.84			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	99.8	201032	100.7	14.245	34.999	60.6		57.5	25.08	0.03		16.92	1.86			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	119.5	201031	120.6	14.084	34.990	46.7		47.6	26.36	0.01		17.70	1.94			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	147.7	201030	149.1	13.882	34.979	33.4		33.2	28.13	0.01		19.28	2.07			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	197.0	201029	198.9	13.309	34.946	5.6		5.8	30.99	0.01		23.02	2.35			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	296.8	201028	299.7	12.097	34.866	6.5		5.8	32.46	0.00		27.44	2.51			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	396.2	201027	400.1	9.593	34.726	3.4		3.3	36.99	0.01		39.94	2.91			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	494.2	201026	499.2	8.269	34.648	10.2		11.0	40.54	0.00		45.65	2.99			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	592.5	201025	598.6	7.474	34.615	15.3		16.3	42.21	0.00		51.95	3.08			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	791.6	201024	800.1	5.727	34.572	44.3		45.4	42.11	0.00		70.84	3.08			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	988.1	201023	999.2	4.798	34.569	54.5	34.569	54.5	42.31	0.01		84.81	3.13			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	1235.2	201022	1249.8	3.857	34.585	68.6		68.5	41.82	0.00		103.30	3.10			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	1480.2	201021	1498.5	3.105	34.613	80.3		80.2	40.73	0.00		121.99	3.02			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	1974.4	201020	2001.1	2.343	34.647	98.7	34.645	99.1	39.26	0.01		139.70	2.89			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	2463.1	201019	2499.2	1.963	34.668	115.9		117.1	37.78	0.00		144.62	2.77			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	2952.4	201018	2999.0	1.784	34.679	129.7		130.2	36.90	0.00		143.63	2.67			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	3442.4	201017	3500.6	1.796	34.682	133.4		134.2	36.70	0.00		142.65	2.66			
M77/4-CTD46	2009-02-06T11:05	-3.583333	-81.666667	3914.1	201016	3984.6	1.776	34.685	142.6	34.685	#142.7	#35.79	#0.00		#137.46	#2.61			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	1.2	201063	1.2	23.700	34.342	199.0		185.0	7.73	0.22	#16.83	4.50	0.73	2.20	10.79	10.55
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	24.8	201062	25.0	18.339	34.935	129.6	35.043	79.1	20.17	0.71	#27.08	9.64	1.53	-1.20	6.32	6.06
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	49.9	201061	50.4	15.150	35.044	57.8		57.3	24.39	0.32	#31.22	14.65	1.80	-4.71	5.79	5.65
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	74.4	201060	75.1	14.763	35.021	55.5		54.8	25.38	0.10	#30.30	15.64	1.84			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	99.5	201059	100.4	14.542	35.017	57.0		52.2	25.97	0.04	#31.76	16.42	1.88		6.23	6.23
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	123.5	201058	124.6	14.265	34.988	54.5		#56.7	#25.42	#0.01	#31.21	#17.37	#1.88			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	149.8	201056	151.2	14.103	34.969	54.0			25.67	0.00		17.90	1.92			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	149.9	201057	151.3	14.124	34.978	56.9	34.974	52.3	25.67	0.00	#31.19	17.90	1.92		5.92	5.92
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	149.9	201055	151.3	14.116	34.978	55.7										
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	168.1	201054	169.7	14.044	34.972	47.2		47.0	26.26	0.01	#32.91	18.59	1.97			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	197.6	201053	199.5	13.805	34.967	32.1		28.0	29.02	0.02	#39.74	19.87	2.14		5.16	5.16
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	226.3	201052	228.4	13.464	34.954	7.5		6.7	30.99	0.01	#45.63	22.13	2.32			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	247.4	201051	249.8	13.144	34.934	5.9		5.8	31.38	0.00	#46.33	23.80	2.38		5.97	5.97
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	296.1	201050	299.0	11.901	34.857	5.7		6.3	32.96	0.00	#49.08	28.82	2.52		6.69	6.69
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	345.2	201049	348.6	11.114	34.813	6.2		6.3	35.32	0.00	#46.90	33.94	2.68			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	397.6	201047	401.5	10.012	34.739	7.0			36.89	0.00		36.79	2.76			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	397.6	201046	401.5	10.014	34.739	7.1										
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	397.9	201048	401.8	10.009	34.739	6.9	34.739	6.7	36.89	0.00	#51.85	36.79	2.76		6.84	6.84
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	496.3	201044	501.3	8.552	34.669	10.4		10.1	39.55	0.03	#47.27	44.96	2.94			
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	496.4	201045	501.4	8.612	34.666	10.2		10.1	39.65	0.03		44.76	2.94		7.38	7.38
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	593.1	201043	599.2	7.481	34.618	20.0		20.5	41.82	0.01	#40.47	52.34	3.04		6.67	6.67
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	742.9	201042	750.8	5.645	34.572	46.4										
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	743.2	201041	751.1	5.637	34.572	46.7										
M77/4-CTD47	2009-02-06T16:22	-3.583333	-81.344000	790.9	201040	799.4	5.567	34.572	47.7	34.573	#48.0	#42.23	#0.01	#31.66	#73.24	#3.08		6.56	6.56
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	2.4	201087	2.4	25.113	33.461	227.9			0.90	0.04		2.80	0.32			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	2.4	201086	2.4	25.423	33.534	226.2		225.0	0.90	0.04	#9.66	2.80	0.32		9.12	9.12
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	4.7	201085	4.7	25.127	33.573	227.8		227.7	0.75	0.04		2.87	0.33		9.83	9.83
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	10.0	201084	10.1	24.136	33.598	221.5		222.1	1.26	0.05	#10.70	2.99	0.45			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	20.3	201083	20.5	20.166	34.263	185.6		94.5	15.65	0.21	#25.25	12.40	1.37	-10.08	8.99	8.33
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	29.8	201082	30.1	17.598	34.803	116.7		70.2	19.48	0.29	#26.13	14.95	1.68			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	39.8	201081	40.2	15.521	34.943	35.1		49.0	23.90	0.14	#29.88	16.62	1.86	-16.50	9.18	6.36
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	49.5	201080	49.9	14.928	35.011	46.4		#61.4	#24.34	#0.15	#28.18	#15.60	#1.83			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	59.1	201079	59.6	14.844	35.016	59.2		58.4	24.30	0.16	#27.78	15.54	1.83	-0.49	8.77	6.73
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	79.7	201078	80.4	14.789	35.014	58.3		58.4	24.39	0.17	#26.92	15.54	1.83	-10.12	7.81	6.62
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	100.5	201076	101.4	14.726	35.013	55.2			24.98	0.15		15.93	1.85			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	100.6	201075	101.5	14.723	35.012	54.8			24.98	0.15		15.93	1.85			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	100.6	201077	101.5	14.727	35.012	55.3			24.98	0.15		15.93	1.85			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	100.7	201074	101.6	14.719	35.012	54.7			24.98	0.15		15.93	1.85			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	100.7	201073	101.6	14.717	35.010	54.5		54.2	24.98	0.15	#27.36	15.93	1.85	-5.28	9.13	4.40
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	119.6	201072	120.7	14.481	34.998	35.9		37.3	26.07	0.10	#35.07	18.98	2.02			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	149.8	201071	151.2	14.211	34.983	47.2		#48.5	#25.88	#0.00	#34.02	#18.37	#1.96			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	150.2	201070	151.6	14.199	34.981	48.9			25.87	0.01		18.39	1.96		4.75	4.75
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	158.8	201069	160.3	14.141	34.979	51.3		52.9	25.67	0.00		18.29	1.93			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	168.7	201068	170.3	14.088	34.976	50.3		48.8	26.17	0.02	#34.97	18.79	1.98		6.80	6.80
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	178.7	201067	180.4	14.025	34.973	46.8		44.5	26.46	0.04		19.18	2.01			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	215.4	201064	217.4	13.393	34.941	20.3		20.7	29.22	0.06	#42.39	22.43	2.23		6.83	6.83
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	215.5	201066	217.5	13.396	34.941	20.3			29.22	0.06		22.43	2.23			
M77/4-CTD48	2009-02-06T21:25	-3.592167	-80.948167	215.6	201065	217.6	13.392	34.941	20.2			29.22	0.06		22.43	2.23			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	1.8	201111	1.8	20.178	34.904	234.3			?30.79	0.30		?26.16	2.49			6.13
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	5.2	201110	5.2	18.699	35.083	224.6		56.0	?22.13	0.44	#27.93	13.28	1.69			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	9.5	201109	9.6	15.462	35.019	23.0		22.5	27.64	0.32	#29.77	16.13	2.01			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	19.7	201108	19.9	15.346	35.029	22.7					#30.13					5.55
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	29.6	201107	29.9	15.198	35.021	16.0		16.5	28.72	0.19	#31.94	16.82	2.09			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	40.5	201106	40.9	15.152	35.025	16.0		17.7	28.72	0.10		17.70	2.12			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	40.5	201105	40.9	15.148	35.024	16.2		16.5	28.92	0.11		17.80	2.14			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	40.5	201104	40.9	15.149	35.026	16.2		16.3	29.12	0.10	#31.61	17.60	2.10			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	48.8	201103	49.2	14.839	35.010	19.8		20.3	28.62	0.07		18.98	2.10			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	59.2	201102	59.7	14.630	35.009	32.3		32.4	27.54	0.12	#31.57	17.80	2.01			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	69.1	201101	69.7	14.579	35.009	32.6		29.6	28.03	0.17		19.38	2.07			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	79.6	201100	80.3	14.422	34.999	25.7		23.5	28.33	0.19	#34.01	20.75	2.13			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	79.8	201099	80.5	14.422	35.000	25.9		#23.8	#27.45	#0.20		#20.71	#2.14			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	89.3	201098	90.1	14.360	34.996	23.0		24.4	28.43	0.17		20.65	2.14			
M77/4-CTD49	2009-02-07T07:31	-5.166500	-81.350000	99.4	201096	100.3	14.335	34.995	23.1			28.53	0.16		20.65	2.14			
