Event	Date/Time	Latitude	Longitude	Depth water [m]	Sample label	Press [dbar]	Temp [°C]	Sal	OXYGEN [µmol/kg]	Sal	OXYGEN [µmol/kg]	NITRAT [µmol/kg]	NITRIT [µmol/kg]	N2O [nmol/kg]	SILCAT [µmol/kg]	PHSPHT [µmol/kg]	δ15N NO2 [‰ air]	δ15N NO3 [‰ air]	δ15N NO2+NO3 [‰ air]
M77/4-CTD18	2009-01-31T20:45	-14.000000	-85.833333	3965.0	201410	4036.9	1.774	34.686	153.0			35.71	0.02		127.89	2.53			
M77/4-CTD18	2009-01-31T20:45	-14.000000	-85.833333	3965.2	201409	4037.1	1.774	34.686	153.3			35.71	0.02		127.89	2.53			
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	3.3	201454	3.3	24.723	35.522	221.4										
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	3.4	201453	3.4	24.724	35.523	221.2			#3.72	#0.08		#0.22	#0.53			
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	3.4	201452	3.4	24.721	35.522	220.2		220.8								
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	3.9	201455	3.9	24.722	35.522	221.1										
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	9.5	201451	9.6	24.713	35.521	221.9		221.1	3.83	0.07	#5.61	0.11	0.54		17.15	17.15
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	25.6	201450	25.8	24.264	35.517	220.0			4.79	0.14		0.62	0.62			
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	25.7	201449	25.9	24.129	35.451	223.2		222.2	4.79	0.14	#5.53	0.62	0.62		15.20	15.20
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	50.1	201448	50.6	20.196	35.401	240.8		235.8	5.99	0.32	#6.10	1.51	0.78		13.24	13.24
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	74.5	201447	75.2	18.526	35.282	226.3		224.6	4.13	0.49	#7.24	1.05	0.80			
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	80.3	201445	81.0	18.012	35.222	219.9										
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	81.0	201446	81.7	18.143	35.224	219.6										
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	100.4	201444	101.3	16.531	35.001	194.8		196.0	9.06	0.07		1.69	1.06		7.11	7.11
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	119.7	201443	120.8	14.748	34.806	141.4		#139.8	#16.33	#0.01	#18.15	#5.57	#1.69			
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	130.1	201442	131.3	14.129	34.812	85.6										
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	130.5	201441	131.7	13.785	34.769	66.9										
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	148.9	201440	150.3	13.256	34.833	18.3		9.6	21.15	0.18	#36.32	18.89	2.68			11.38
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	172.3	201439	173.9	12.578	34.829	2.9		2.9	18.00	1.28	#4.99	24.00	2.74	-14.62	17.25	17.70
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	197.7	201438	199.6	12.142	34.826	3.0		2.9	20.86	1.72	#8.04	24.79	2.73	-18.39	17.22	15.12
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	250.4	201435	252.8	11.170	34.771	3.1		2.4	27.35	0.24	#23.98	25.28	2.73		9.29	9.29
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	250.6	201436	253.0	11.187	34.775	3.0			27.35	0.24		25.28	2.73			
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	250.7	201437	253.1	11.323	34.782	3.1			27.35	0.24		25.28	2.73			
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	296.4	201434	299.3	10.521	34.741	3.2		2.4	31.78	0.24	#25.28	27.54	2.79		8.68	8.68
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	346.9	201433	350.3	9.597	34.686	4.4		3.4	35.42	0.00	#42.02	30.20	2.87		7.66	7.66
M77/4-CTD19	2009-01-31T23:49	-14.000000	-85.833333	397.3	201432	401.2	9.014	34.653	5.8		5.3	37.39	0.00	#47.31	32.47	2.93		7.17	7.17
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	1.0	201479	1.0	25.116	35.536	216.2										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	5.6	201478	5.7	25.116	35.535	216.4										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	10.5	201477	10.6	25.111	35.536	216.7	35.438									
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	19.4	201476	19.6	25.089	35.541	217.3										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	29.8	201475	30.1	22.114	35.375	241.6										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	49.6	201474	50.0	18.845	35.222	166.4										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	74.0	201473	74.7	16.834	35.060	152.8										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	99.7	201472	100.6	14.527	34.927	31.9										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	118.4	201471	119.5	13.716	34.899	10.9										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	147.7	201470	149.1	12.794	34.877	2.9										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	172.1	201469	173.7	12.533	34.881	3.0										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	196.7	201468	198.6	12.250	34.870	3.0										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	222.3	201467	224.4	11.766	34.831	3.0										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	246.8	201466	249.1	11.334	34.813	3.0	34.813									
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	296.0	201465	298.9	10.649	34.764	3.2										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	346.0	201464	349.4	9.784	34.716	3.8										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	394.7	201463	398.6	9.146	34.673	13.3										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	494.7	201462	499.7	7.676	34.583	12.8										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	593.2	201461	599.3	6.571	34.542	20.5										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	687.8	201460	695.0	5.592	34.491	42.8	34.494									
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	789.4	201459	797.9	5.182	34.501	45.7										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	888.0	201458	897.8	4.878	34.532	46.6										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	987.3	201457	998.4	4.432	34.541	59.0										
M77/4-CTD20	2009-02-01T03:28	-13.500000	-85.834000	1187.3	201456	1201.2	3.736	34.564	71.1	34.564									
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	2.6	200503	2.6	24.994	35.517	217.2										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	2.7	200502	2.7	24.996	35.517	217.3										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	19.9	200501	20.1	24.891	35.517	217.9	35.514									
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	29.3	201500	29.6	23.930	35.478	225.0										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	49.0	201499	49.4	18.825	35.166	211.7										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	98.6	201498	99.5	14.210	34.906	23.0										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	117.4	201497	118.5	13.682	34.897	4.4										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	137.9	201496	139.2	12.696	34.853	2.8										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	149.9	201495	151.3	12.633	34.889	2.9										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	150.3	201494	151.7	12.698	34.894	2.9										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	156.5	201493	158.0	12.506	34.889	2.9										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	178.0	201492	179.7	12.231	34.875	2.9										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	196.6	201491	198.5	12.019	34.860	3.0	34.855									
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	232.8	201490	235.0	11.542	34.827	3.0										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	295.8	201489	298.6	10.703	34.776	3.5										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	495.8	201486	500.8	7.688	34.594	9.2										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	495.9	201487	500.9	7.678	34.596	9.2										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	496.0	201488	501.0	7.713	34.594	9.3										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	592.1	201485	598.2	6.754	34.551	19.2	34.552									
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	691.6	201484	698.9	5.968	34.532	23.4										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	789.7	201483	798.2	5.324	34.531	34.9										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	888.3	201482	898.1	4.813	34.535	47.6										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	988.7	201481	999.8	4.390	34.543	57.8										
M77/4-CTD21	2009-02-01T08:19	-12.999833	-85.833333	1188.0	201480	1201.9	3.762	34.566	69.6	34.566									
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	2.1	200527	2.1	24.836	35.537	217.4		217.1	4.99	?0.10		0.67	0.57	-48.80	17.76	16.48
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	5.1	200526	5.1	24.829	35.535	216.7		217.2	4.99	?0.10		0.65	0.59			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	10.2	200525	10.3	24.825	35.537	215.9	35.528	219.1	4.95	?0.10		0.63	0.60			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	19.7	200524	19.9	24.713	35.552	218.9		225.0	4.90	?0.10		0.54	0.61	-45.10	18.74	17.48
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	34.6	200523	34.9	20.349	35.384	240.1		238.9	7.13	?0.18		1.69	0.84			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	50.5	200522	51.0	18.554	35.251	215.1		213.1	11.80	?1.47		2.29	1.22	-8.55	11.33	9.12
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	73.4	200521	74.1	16.717	35.080	152.0		126.8	20.95	?0.23		6.31	1.92			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	99.8	200520	100.7	13.954	34.816	67.1		60.2	21.84	?0.04		12.98	2.35		10.49	10.49
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	116.7	200519	117.8	13.579	34.858	12.8		9.7	22.53	?0.08		18.30	2.64			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	147.4	200518	148.8	12.821	34.836	2.9		2.4	17.02	?1.39		23.71	2.74	-16.03	20.66	17.88
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	172.2	200517	173.8	12.301	34.818	2.9		2.4	19.77	?0.89		24.59	2.73			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	197.9	200516	199.8	11.713	34.798	2.9	34.802	2.9	24.40	?1.54		25.48	2.71	-25.45	15.29	12.85
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	222.1	200515	224.2	11.403	34.799	3.4		2.9	28.43	?0.31		25.77	2.69			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	246.4	200514	248.7	10.871	34.761	3.0		2.9	30.30	?0.86		27.05	2.75	-33.19	10.30	9.10
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	296.1	200513	299.0	10.073	34.717	3.2		2.9	34.04	?0.02		28.92	2.81		7.12	7.12
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	345.0	200512	348.4	9.498	34.684	6.1		6.3	36.21	?0.01		30.40	2.84		8.40	8.40
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	395.7	200511	399.6	8.743	34.642	8.0		7.8	38.47	?0.01		33.84	2.96			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	495.3	200510	500.3	7.757	34.603	8.5		8.2	42.41	0.00		41.12	3.09		7.12	7.12
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	593.5	200509	599.6	6.646	34.545	21.2		21.2	43.59	0.00		45.85	3.16			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	743.2	200508	751.1	5.664	34.530	28.9	34.530	28.4	46.54	0.00		58.34	3.24		6.86	6.86
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	990.6	200507	1001.7	4.538	34.541	53.8			44.97	0.00		78.81	3.19			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	990.8	200506	1001.9	4.536	34.542	53.7			44.97	0.00		78.81	3.19			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	991.4	200505	1002.5	4.542	34.542	53.8		53.1	44.97	0.00		78.81	3.19			
M77/4-CTD22	2009-02-01T12:11	-12.500000	-85.833333	1187.4	200504	1201.3	3.846	34.559	69.6	34.559	69.4	42.11	0.00		92.68	3.11		6.37	6.37
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	1.6	200548	1.6	24.898	35.558	218.9		218.6	4.05	0.09		0.68	0.54		15.16	16.12
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	1.8	200551	1.8	24.899	35.557	218.8			4.05	0.09		0.68	0.54			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	1.8	200549	1.8	24.902	35.557	218.0			4.05	0.09		0.68	0.54			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	1.9	200550	1.9	24.898	35.556	218.2			4.05	0.09		0.68	0.54			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	20.1	200547	20.3	24.225	35.554	225.5	35.523	#238.4	#3.41	#0.09		#0.75	#0.56		14.67	14.97
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	50.3	200546	50.8	18.735	35.279	231.7			2.81	0.21		1.30	0.73			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	50.4	200545	50.9	18.694	35.284	229.8		228.2	2.81	0.21		1.30	0.73	3.19	9.08	12.53
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	74.0	200544	74.7	18.076	35.246	210.1		200.2	8.39	0.86		1.90	1.05	-0.90	2.35	8.22
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	98.7	200543	99.6	16.634	35.074	174.1		161.1	14.66	0.04		4.37	1.54		9.07	9.07
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	122.0	200542	123.1	14.040	34.814	96.6		70.2	21.45	0.02		12.10	2.28			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	148.3	200541	149.7	12.965	34.812	6.3			21.35	0.02		19.08	2.66			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	148.3	200540	149.7	12.944	34.801	6.0			21.35	0.02		19.08	2.66			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	148.6	200539	150.0	12.907	34.808	5.2		7.3	21.35	0.02		19.08	2.66		11.63	11.63
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	196.4	200538	198.2	11.945	34.802	3.0		2.4	23.81	0.04		24.59	2.72		12.30	12.30
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	247.5	200537	249.9	11.132	34.791	6.3		5.8	31.09	0.00		26.36	2.67		8.31	8.31
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	295.2	200536	298.0	10.301	34.749	6.9	34.749	#8.2	#34.36	#0.00		#29.35	#2.72		6.97	6.97
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	395.0	200535	398.9	8.994	34.660	17.6		18.3	37.49	0.00		31.97	2.81		7.70	7.70
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	496.9	200533	501.9	7.460	34.567	17.9			40.83	0.00		39.16	3.06			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	497.1	200532	502.1	7.406	34.566	16.4		18.3	40.83	0.00		39.16	3.06		7.45	7.45
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	497.2	200534	502.2	7.563	34.584	20.9			40.83	0.00		39.16	3.06			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	592.6	200531	598.7	6.642	34.547	19.2		18.8	43.59	0.00		47.03	3.21			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	790.6	200530	799.1	5.360	34.528	34.6	34.526	34.9	45.07	0.00		62.77	3.26			
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	987.7	200529	998.8	4.493	34.546	54.1		54.7	43.29	0.01		81.17	3.19		5.59	5.59
M77/4-CTD23	2009-02-01T16:00	-12.000000	-85.833500	1187.3	200528	1201.2	3.807	34.562	69.3	34.564	68.9	41.33	0.00		94.06	3.12			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	2.5	200575	2.5	25.960	35.562	227.0		226.4	1.57	0.09		0.09	0.32			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	7.1	200574	7.2	25.961	35.562	227.1	35.561	227.2	1.63	0.08		0.00	0.33			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	11.2	200573	11.3	25.942	35.561	227.0		229.2	2.12	0.08		0.05	0.38			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	21.5	200572	21.7	24.310	35.501	233.4		237.6	4.48	0.10		0.76	0.59			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	30.9	200571	31.2	20.919	35.344	242.6		241.4	4.70	0.16		1.75	0.74			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	50.8	200570	51.3	18.440	35.284	221.0		#221.3	#4.10	#0.61		#1.51	#0.81			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	75.3	200569	76.0	17.627	35.186	207.2		199.1	8.52	0.25		2.14	1.06			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	99.0	200568	99.9	14.901	34.888	130.2		136.5	15.94	0.05		6.20	1.73			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	119.9	200567	121.0	14.028	34.937	5.1		3.8	21.64	0.03		19.67	2.56			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	149.7	200566	151.1	13.144	34.902	3.0		2.9	20.76	0.51		21.93	2.60			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	174.5	200565	176.1	12.765	34.897	3.0		#2.9	#21.45	#4.30		#26.33	#2.63			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	196.4	200564	198.2	12.337	34.881	3.0		2.4	26.66	1.10		25.57	2.59			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	221.9	200563	224.0	12.028	34.867	3.0		2.4	28.53	0.44		25.87	2.59			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	246.2	200562	248.5	11.643	34.843	3.0		2.4	30.40	0.55		26.36	2.61			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	295.8	200561	298.7	10.873	34.787	3.1		2.4	31.58	0.64		28.92	2.71			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	346.3	200560	349.7	9.772	34.702	3.2		4.4	35.12	0.02		31.28	2.88			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	394.4	200559	398.3	8.920	34.660	6.8	34.661	6.8	37.98	0.02		34.53	2.92			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	494.6	200558	499.6	7.744	34.604	8.5		8.2	42.31	0.00		41.22	3.10			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	593.7	200557	599.8	6.744	34.559	12.2		12.5	45.26	0.01		48.11	3.22			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	691.0	200556	698.3	6.104	34.544	16.7	34.542	16.8	46.15	0.01		55.69	3.29			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	790.3	200555	798.8	5.439	34.529	33.1		32.7	46.15	0.00		64.64	3.25			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	888.1	200554	897.9	4.912	34.535	43.6	34.537	43.0	45.26	0.01		72.81	3.25			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	988.9	200553	1000.0	4.449	34.537	56.8		55.6	44.28	0.01		78.91	3.19			
M77/4-CTD24	2009-02-01T20:13	-11.500000	-85.833333	1192.4	200552	1206.3	3.755	34.564	69.5		68.4	42.90	0.01		94.94	3.13			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	2.7	200599	2.7	25.947	35.456	217.7			3.46	0.07		0.51	0.42			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	2.7	200597	2.7	25.948	35.456	217.4	35.456	219.3	3.46	0.07	#5.47	0.51	0.42			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	2.8	200598	2.8	25.948	35.456	218.7			3.46	0.07		0.51	0.42			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	10.1	200596	10.2	25.950	35.454	217.7		219.2	3.51	0.07	#5.54	0.42	0.44			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	39.4	200595	39.8	20.468	35.389	232.3		215.9	8.52	0.30	#8.76	2.25	0.94			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	49.4	200594	49.8	18.378	35.254	204.1		202.2	10.03	1.53	#9.83	2.31	1.15		10.47	10.47
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	73.5	200593	74.2	16.640	35.094	137.1		128.3	18.88	0.49	#25.58	5.67	1.73	-3.48	8.22	7.93
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	89.8	200592	90.6	14.597	34.920	18.9		22.8	27.54	0.08	#61.58	12.20	2.50	-3.08	7.87	7.84
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	109.4	200591	110.4	13.457	34.912	3.0		3.3	23.71	0.07	#65.62	19.28	2.62			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	123.7	200590	124.8	12.968	34.891	3.0		2.9	23.41	0.25	#40.29	21.93	2.60			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	151.0	200588	152.4	12.638	34.885	3.1			24.89	0.01		23.41	2.60			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	151.0	200587	152.4	12.616	34.884	3.5										
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	151.9	200589	153.3	12.659	34.883	3.0		#2.9	#24.71	#0.01	#36.42	#23.56	#2.61		10.49	10.49
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	198.5	200586	200.4	12.034	34.875	7.7		3.4	31.28	0.01	#49.63	24.39	2.50	0.92	7.05	7.05
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	246.6	200585	248.9	11.496	34.837	3.1		3.9	31.58	0.32	#33.88	27.64	2.59		8.27	8.27
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	295.9	200584	298.8	10.875	34.795	4.6		4.4	32.86	0.04	#43.89	29.31	2.67			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	395.6	200583	399.5	9.577	34.708	5.2	34.707	5.8	36.99	0.00	#55.79	32.76	2.84		7.55	7.55
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	497.6	200580	502.6	8.287	34.627	9.8										
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	498.0	200582	503.0	8.286	34.626	9.8		#9.6	#40.08	#0.00	#52.87	#37.94	#3.02		7.19	7.19
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	498.4	200581	503.4	8.287	34.625	9.8			40.34	0.01		37.88	3.02			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	593.7	200579	599.8	7.178	34.587	8.2		11.1	43.59	0.00	#47.83	48.31	3.21			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	791.8	200578	800.3	5.486	34.537	27.9		30.1	46.25	0.00	#35.26	65.53	3.31			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	989.0	200577	1000.1	4.408	34.541	57.9	34.544	59.5	44.28	0.00	#29.98	83.14	3.18			
M77/4-CTD25	2009-02-02T00:10	-11.000000	-85.833333	1186.4	200576	1200.3	3.716	34.563	72.2	34.565	71.3	43.10	0.00	#27.21	98.29	3.12		6.15	6.15
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	197.9	26009	199.8	11.967	34.859	3.9										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	197.9	26002	199.8	11.943	34.860	3.7										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	197.9	26007	199.8	11.966	34.860	3.9										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.1	26003	200.0	11.954	34.861	3.8										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.1	26010	200.0	11.971	34.858	4.0										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.2	26023	200.1	11.980	34.858	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.2	26001	200.1	11.942	34.860	3.7										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.3	26006	200.2	11.973	34.860	3.9										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.3	26024	200.2	11.983	34.860	4.0										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.3	26022	200.2	11.980	34.860	4.0										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.3	26014	200.2	11.986	34.861	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.3	26017	200.2	11.985	34.861	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.4	26013	200.3	11.988	34.862	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.4	26018	200.3	11.987	34.861	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.5	26015	200.4	11.986	34.861	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.5	26008	200.4	11.978	34.860	4.0										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.6	26016	200.5	11.986	34.861	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.6	26021	200.5	11.989	34.863	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.6	26019	200.5	11.989	34.862	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.7	26020	200.6	11.989	34.863	4.1										
M77/4-CTD26	2009-02-02T04:06	-10.500000	-85.833333	198.7	26011	200.6	11.986	34.862	4.1										
